0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
,,Travel,Travel,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
GUAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Departures,Departures,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total departures,Total departures,Total departures,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Travel,Travel,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
GUATEMALA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Departures,Departures,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total departures,Total departures,Total departures,Thousands,,,333,333,331,391,485,488,580,629,658,854,982,1055,1168,1277,651,694,718,721,846,992,1130,1195,1328,1538,1703,508,437,
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,562,585,596,580,686,840,939,1053,1067,1229,1299,402,414,
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,89,108,122,141,159,152,191,142,260,309,405,106,22,
,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,US$ Millions,,IMF,167,163,146,190,216,216,266,329,373,488,532,655,737,821,751,843,883,926,995,1029,1020,1032,1066,1105,1128,344,455,
,,Travel,Travel,,US$ Millions,,IMF,141,135,119,157,183,182,225,276,312,385,421,529,597,687,604,621,656,712,768,782,754,754,775,807,814,254,285,
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,IMF,26,28,27,33,33,34,41,53,61,103,111,126,140,134,147,222,227,214,227,247,266,278,291,298,314,90,170,
GUINEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Departures,Departures,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total departures,Total departures,Total departures,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,US$ Millions,,IMF,29,37,39,34,29,13,26,38,36,29,38,41,96,30,28,16,49,42,61,29,38,16,102,412,420,1075,1.0,
,,Travel,Travel,,US$ Millions,,IMF,21,27,23,27,24,9,18,31,26,25,29,28,29,9,13,8,33,23,50,18,30,12,12,9,3,4,0.7,
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,IMF,8,10,16,7,5,4,8,7,10,4,9,13,67,21,15,9,16,18,11,11,8,4,91,403,417,1071,0.3,
GUINEA-BISSAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Departures,Departures,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total departures,Total departures,Total departures,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,US$ Millions,,IMF,6,5,4,..,..,..,6,10,21,22,19,18,41,46,26,30,39,25,..,..,..,33,63,75,89,53,..,
,,Travel,Travel,,US$ Millions,,IMF,4,3,2,..,..,..,3,5,13,13,10,16,40,46,26,29,32,20,27,53,53,33,63,75,87,53,..,
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,IMF,2,2,2,..,..,..,3,5,8,9,9,2,0.5,0.5,0.3,0.1,7,5,..,..,..,..,..,0.1,1.8,..,..,
GUYANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Departures,Departures,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total departures,Total departures,Total departures,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,US$ Millions,,IMF,..,65,69,69,82,77,62,44,30,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Travel,Travel,,US$ Millions,,IMF,21,59,62,63,75,69,55,38,26,30,40,49,58,52,52,73,79,82,81,77,93,103,94,80,47,35,59,
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,IMF,..,6,7,6,7,8,7,6,4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
HAITI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Departures,Departures,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total departures,Total departures,Total departures,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,US$ Millions,,IMF,..,..,..,..,..,173,168,172,202,206,174,239,331,383,427,431,458,473,418,475,503,221,207,227,179,46,57,
,,Travel,Travel,,US$ Millions,,IMF,35,37,35,..,..,18,18,18,42,72,55,56,56,64,63,63,62,64,62,71,71,125,118,127,104,16,22,
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,IMF,..,..,..,138,135,155,150,154,160,134,119,183,275,319,364,368,396,409,356,404,432,96,89,100,75,30,35,
HONDURAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Departures,Departures,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total departures,Total departures,Total departures,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1090,1092,1072,1055,1065,1150,1121,727,703,..,..,..,
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,,,149,162,183,202,235,274,279,279,277,295,284,295,315,387,395,408,449,464,471,557,692,664,485,501,..,..,..,
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,682,643,608,584,508,458,457,243,201,..,..,..,
,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,US$ Millions,,IMF,99,110,115,142,166,198,205,221,274,300,321,425,309,385,361,406,446,549,506,437,454,482,517,558,655,200,424,
,,Travel,Travel,,US$ Millions,,IMF,57,60,62,81,94,120,128,149,217,244,262,355,212,291,296,321,354,454,404,338,358,370,401,408,499,133,288,
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,IMF,42,50,53,61,72,78,77,72,57,56,59,70,97,94,65,85,92,95,102,99,96,112,116,150,156,67,136,
"HONG KONG, CHINA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Departures,Departures,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Source: Census  and Statistics Department.
,,Total departures,Total departures,Total departures,Thousands,,,..,..,..,47594,53144,58901,61096,64540,60936,68903,72300,75812,80682,81911,81958,84442,84816,85276,84414,84519,89082,91758,91304,92214,94715,8261,905,1/ Source: Census  and Statistics Department.
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ Source: Census  and Statistics Department.
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ Source: Census  and Statistics Department.
,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ Source: Census  and Statistics Department.
,,Travel,Travel,,US$ Millions,1/,country,10497,11461,12678,13474,13134,12502,12317,12418,11447,13270,13305,14044,15042,16095,15547,17357,19022,20077,21215,22011,23059,24141,25386,26436,26879,5520,3355,1/ Source: Census  and Statistics Department.
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ Source: Census  and Statistics Department.
HUNGARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Departures,Departures,Departures,,,1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Due to the  coronavirus epidemic in 2020, emergency measures were introduced, border  traffic was significantly lower than usual. In the second quarter of 2020,  data collection was suspended, so the production of these data was done by  model estimation and imputation. Due to the low number of data providers, the  reliability of the published data has decreased and they are only to a  limited extent comparable with the data of previous periods."
,,Total departures,Total departures,Total departures,Thousands,,,13083,12064,12173,12317,10622,11065,11167,12966,14283,17558,17759,16597,17056,17162,16640,16082,16634,16143,16038,16340,17276,18895,20297,22805,24860,12727,13258,"1/ Due to the  coronavirus epidemic in 2020, emergency measures were introduced, border  traffic was significantly lower than usual. In the second quarter of 2020,  data collection was suspended, so the production of these data was done by  model estimation and imputation. Due to the low number of data providers, the  reliability of the published data has decreased and they are only to a  limited extent comparable with the data of previous periods."
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,,,..,..,..,..,..,..,..,..,..,..,6994,6007,5734,6155,5672,5297,5335,4881,4912,5587,6382,7091,7539,8649,9373,3908,4358,"1/ Due to the  coronavirus epidemic in 2020, emergency measures were introduced, border  traffic was significantly lower than usual. In the second quarter of 2020,  data collection was suspended, so the production of these data was done by  model estimation and imputation. Due to the low number of data providers, the  reliability of the published data has decreased and they are only to a  limited extent comparable with the data of previous periods."
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,..,..,..,..,..,..,..,..,..,..,10765,10590,11322,11006,10969,10786,11299,11262,11126,10753,10893,11804,12758,14156,15486,8819,8901,"1/ Due to the  coronavirus epidemic in 2020, emergency measures were introduced, border  traffic was significantly lower than usual. In the second quarter of 2020,  data collection was suspended, so the production of these data was done by  model estimation and imputation. Due to the low number of data providers, the  reliability of the published data has decreased and they are only to a  limited extent comparable with the data of previous periods."
,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,US$ Millions,,IMF,1501,1491,1511,1496,1590,1722,1887,2211,2700,2482,2721,2319,3088,3857,3251,2897,3048,2457,2526,2712,2456,2738,3049,3239,3352,1325,1704,"1/ Due to the  coronavirus epidemic in 2020, emergency measures were introduced, border  traffic was significantly lower than usual. In the second quarter of 2020,  data collection was suspended, so the production of these data was done by  model estimation and imputation. Due to the low number of data providers, the  reliability of the published data has decreased and they are only to a  limited extent comparable with the data of previous periods."
,,Travel,Travel,,US$ Millions,,IMF,1498,1482,1494,1476,1543,1651,1808,2133,2594,2421,2277,1879,2546,3225,2750,2404,2485,1886,1906,2036,1830,2166,2469,2639,2741,1159,1445,"1/ Due to the  coronavirus epidemic in 2020, emergency measures were introduced, border  traffic was significantly lower than usual. In the second quarter of 2020,  data collection was suspended, so the production of these data was done by  model estimation and imputation. Due to the low number of data providers, the  reliability of the published data has decreased and they are only to a  limited extent comparable with the data of previous periods."
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,IMF,3,9,17,20,47,71,79,78,106,61,444,440,542,632,501,493,563,571,620,676,626,572,580,600,611,166,259,"1/ Due to the  coronavirus epidemic in 2020, emergency measures were introduced, border  traffic was significantly lower than usual. In the second quarter of 2020,  data collection was suspended, so the production of these data was done by  model estimation and imputation. Due to the low number of data providers, the  reliability of the published data has decreased and they are only to a  limited extent comparable with the data of previous periods."
ICELAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Departures,Departures,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total departures,Total departures,Total departures,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,,,166,190,203,227,257,283,..,..,..,..,364,440,460,414,259,299,341,358,365,400,450,536,619,668,611,130,219,
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,US$ Millions,,IMF,..,312,327,399,440,..,..,373,524,699,991,1084,1336,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Travel,Travel,,US$ Millions,,IMF,282,308,323,396,436,471,372,371,523,697,980,1076,1326,1103,546,612,754,792,854,964,963,1217,1554,1691,1509,532,756,
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,IMF,..,4,4,3,4,..,..,2,1,2,11,8,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
INDIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Departures,Departures,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Departures of  nationals only, irrespective of purpose."
,,Total departures,Total departures,Total departures,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1/ Departures of  nationals only, irrespective of purpose."
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,1/,,3056,3464,3726,3811,4115,4416,4564,4940,5351,6213,7185,8340,9783,10868,11067,12988,13994,14920,16626,18330,20376,21872,23943,26296,26915,7295,8551,"1/ Departures of  nationals only, irrespective of purpose."
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1/ Departures of  nationals only, irrespective of purpose."
,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,US$ Millions,,IMF,..,..,..,..,..,3686,4367,4350,4385,5783,8277,8738,10690,12083,..,..,..,14107,13884,17492,17686,19184,21856,25790,28595,15777,17838,"1/ Departures of  nationals only, irrespective of purpose."
,,Travel,Travel,,US$ Millions,,IMF,996,913,1342,1713,2010,2690,3006,2988,3585,4816,6187,6845,8219,9606,9310,10490,13699,12342,11615,14595,14838,16376,18443,21319,22915,12574,14280,"1/ Departures of  nationals only, irrespective of purpose."
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,IMF,..,..,..,..,..,996,1361,1362,800,967,2090,1893,2471,2477,..,..,..,1765,2269,2897,2848,2808,3413,4471,5680,3203,3558,"1/ Departures of  nationals only, irrespective of purpose."
INDONESIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Departures,Departures,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total departures,Total departures,Total departures,Thousands,,,..,..,..,..,..,2205,2505,3231,3478,3941,4106,4967,5158,5486,5053,6235,6750,7454,8025,8074,8176,8340,8856,9468,11689,2918,1711,
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,503,
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1208,
,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,Tourism expenditure in other countries,US$ Millions,,IMF,..,..,..,..,..,..,..,5042,4427,4569,4740,5458,6578,8801,6908,8432,8653,9055,10280,10263,9800,9932,10945,13171,14449,2075,516,
,,Travel,Travel,,US$ Millions,,IMF,2172,2399,2411,2102,2353,3197,3406,3289,3082,3507,3584,4030,4904,5554,5316,6395,6255,6771,7675,7682,7292,7566,8289,10314,11308,1748,471,
,,Passenger transport,Passenger transport,Passenger transport,US$ Millions,,IMF,..,..,..,..,..,..,..,1753,1345,1062,1156,1428,1674,3247,1592,2037,2398,2284,2605,2581,2508,2366,2656,2857,3141,327,45,
"IRAN, ISLAMIC REPUBLIC OF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
