0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
,Arrivals,Arrivals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ 1996: change  in the methodology. From 2010 arrivals of non-resident travellers by  immigration checkpoints.  From 2011 including nationals residing abroad. Since 2015, the nationals residing abroad are calculated  with the country of residence reported at the exit.  2/ Excluding visitors resident in Venezuela and nationals residing abroad."
,,Total arrivals,Total arrivals,Total arrivals,Thousands,1/,VF,1433,751,758,823,725,707,788,661,668,840,981,2096,2381,2545,2649,1701,2356,2434,2595,2866,3371,3675,4056,4397,4531,1396,2174,"1/ 1996: change  in the methodology. From 2010 arrivals of non-resident travellers by  immigration checkpoints.  From 2011 including nationals residing abroad. Since 2015, the nationals residing abroad are calculated  with the country of residence reported at the exit.  2/ Excluding visitors resident in Venezuela and nationals residing abroad."
,,,Overnights visitors (tourists),Overnights visitors (tourists),Thousands,1/,TF,1399,631,639,674,546,557,616,567,625,791,933,2045,2254,2317,2364,1405,2043,2180,2288,2552,3099,3370,3712,4020,4169,1262,2155,"1/ 1996: change  in the methodology. From 2010 arrivals of non-resident travellers by  immigration checkpoints.  From 2011 including nationals residing abroad. Since 2015, the nationals residing abroad are calculated  with the country of residence reported at the exit.  2/ Excluding visitors resident in Venezuela and nationals residing abroad."
,,,Same-day visitors (excursionists),Same-day visitors (excursionists),Thousands,,,34,120,119,149,179,150,172,94,43,49,48,51,127,228,285,296,313,254,307,314,272,306,345,378,362,134,19,"1/ 1996: change  in the methodology. From 2010 arrivals of non-resident travellers by  immigration checkpoints.  From 2011 including nationals residing abroad. Since 2015, the nationals residing abroad are calculated  with the country of residence reported at the exit.  2/ Excluding visitors resident in Venezuela and nationals residing abroad."
,,,,"of which, cruise passengers",Thousands,,,34,120,119,149,179,150,172,94,43,49,48,51,127,228,285,296,313,254,307,314,272,306,345,378,362,134,19,"1/ 1996: change  in the methodology. From 2010 arrivals of non-resident travellers by  immigration checkpoints.  From 2011 including nationals residing abroad. Since 2015, the nationals residing abroad are calculated  with the country of residence reported at the exit.  2/ Excluding visitors resident in Venezuela and nationals residing abroad."
,Arrivals by region,Arrivals by region,Arrivals by region,Arrivals by region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ 1996: change  in the methodology. From 2010 arrivals of non-resident travellers by  immigration checkpoints.  From 2011 including nationals residing abroad. Since 2015, the nationals residing abroad are calculated  with the country of residence reported at the exit.  2/ Excluding visitors resident in Venezuela and nationals residing abroad."
,,Total,Total,,Thousands,1/,TF,1399,630,640,674,546,557,616,567,624,790,933,1054,1195,1223,1354,1405,2043,2180,2288,2552,3099,3370,3712,4020,4169,1262,2155,"1/ 1996: change  in the methodology. From 2010 arrivals of non-resident travellers by  immigration checkpoints.  From 2011 including nationals residing abroad. Since 2015, the nationals residing abroad are calculated  with the country of residence reported at the exit.  2/ Excluding visitors resident in Venezuela and nationals residing abroad."
,,,Africa,Africa,Thousands,,,..,1,1,1,1,1,1,1,1,1,1,2,4,2,2,2,3,3,3,4,4,4,4,4,4,1,1,"1/ 1996: change  in the methodology. From 2010 arrivals of non-resident travellers by  immigration checkpoints.  From 2011 including nationals residing abroad. Since 2015, the nationals residing abroad are calculated  with the country of residence reported at the exit.  2/ Excluding visitors resident in Venezuela and nationals residing abroad."
,,,Americas,Americas,Thousands,,,1233,373,409,464,395,413,469,428,484,618,730,827,944,969,1064,1140,1193,1283,1389,1562,1820,2021,2273,2486,2546,732,1208,"1/ 1996: change  in the methodology. From 2010 arrivals of non-resident travellers by  immigration checkpoints.  From 2011 including nationals residing abroad. Since 2015, the nationals residing abroad are calculated  with the country of residence reported at the exit.  2/ Excluding visitors resident in Venezuela and nationals residing abroad."
,,,East Asia and the Pacific,East Asia and the Pacific,Thousands,,,..,13,13,16,13,13,12,12,11,13,15,17,24,21,26,25,29,34,36,44,51,54,58,61,63,13,12,"1/ 1996: change  in the methodology. From 2010 arrivals of non-resident travellers by  immigration checkpoints.  From 2011 including nationals residing abroad. Since 2015, the nationals residing abroad are calculated  with the country of residence reported at the exit.  2/ Excluding visitors resident in Venezuela and nationals residing abroad."
,,,Europe,Europe,Thousands,,,166,170,156,159,134,127,129,118,125,156,183,205,220,227,258,230,264,273,294,352,406,440,491,544,587,155,205,"1/ 1996: change  in the methodology. From 2010 arrivals of non-resident travellers by  immigration checkpoints.  From 2011 including nationals residing abroad. Since 2015, the nationals residing abroad are calculated  with the country of residence reported at the exit.  2/ Excluding visitors resident in Venezuela and nationals residing abroad."
,,,Middle East,Middle East,Thousands,,,..,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,"1/ 1996: change  in the methodology. From 2010 arrivals of non-resident travellers by  immigration checkpoints.  From 2011 including nationals residing abroad. Since 2015, the nationals residing abroad are calculated  with the country of residence reported at the exit.  2/ Excluding visitors resident in Venezuela and nationals residing abroad."
,,,South Asia,South Asia,Thousands,,,..,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,4,4,6,7,7,8,9,2,3,"1/ 1996: change  in the methodology. From 2010 arrivals of non-resident travellers by  immigration checkpoints.  From 2011 including nationals residing abroad. Since 2015, the nationals residing abroad are calculated  with the country of residence reported at the exit.  2/ Excluding visitors resident in Venezuela and nationals residing abroad."
,,,Other not classified,Other not classified,Thousands,,,..,70,58,31,1,1,2,6,1,..,1,..,..,1,..,3,550,584,562,585,810,842,877,914,958,359,724,"1/ 1996: change  in the methodology. From 2010 arrivals of non-resident travellers by  immigration checkpoints.  From 2011 including nationals residing abroad. Since 2015, the nationals residing abroad are calculated  with the country of residence reported at the exit.  2/ Excluding visitors resident in Venezuela and nationals residing abroad."
,,,,"of which, nationals residing abroad",Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,546,584,562,584,808,840,875,912,955,358,723,"1/ 1996: change  in the methodology. From 2010 arrivals of non-resident travellers by  immigration checkpoints.  From 2011 including nationals residing abroad. Since 2015, the nationals residing abroad are calculated  with the country of residence reported at the exit.  2/ Excluding visitors resident in Venezuela and nationals residing abroad."
,Arrivals by main purpose,Arrivals by main purpose,Arrivals by main purpose,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ 1996: change  in the methodology. From 2010 arrivals of non-resident travellers by  immigration checkpoints.  From 2011 including nationals residing abroad. Since 2015, the nationals residing abroad are calculated  with the country of residence reported at the exit.  2/ Excluding visitors resident in Venezuela and nationals residing abroad."
,,Total,Total,,Thousands,2/,TF,1399,..,639,674,..,558,615,567,625,791,933,..,..,..,..,1217,1471,1365,1487,1695,1985,2241,2466,2709,2814,801,1249,"1/ 1996: change  in the methodology. From 2010 arrivals of non-resident travellers by  immigration checkpoints.  From 2011 including nationals residing abroad. Since 2015, the nationals residing abroad are calculated  with the country of residence reported at the exit.  2/ Excluding visitors resident in Venezuela and nationals residing abroad."
,,,Personal,Personal,Thousands,,,742,..,300,592,..,490,559,432,460,574,667,..,..,..,..,1059,1264,1126,1186,1266,1547,1803,2018,2250,2354,712,1160,"1/ 1996: change  in the methodology. From 2010 arrivals of non-resident travellers by  immigration checkpoints.  From 2011 including nationals residing abroad. Since 2015, the nationals residing abroad are calculated  with the country of residence reported at the exit.  2/ Excluding visitors resident in Venezuela and nationals residing abroad."
,,,Business and professional,Business and professional,Thousands,,,657,..,339,82,..,68,56,135,165,217,266,..,..,..,..,158,207,240,302,429,438,438,448,459,460,88,89,"1/ 1996: change  in the methodology. From 2010 arrivals of non-resident travellers by  immigration checkpoints.  From 2011 including nationals residing abroad. Since 2015, the nationals residing abroad are calculated  with the country of residence reported at the exit.  2/ Excluding visitors resident in Venezuela and nationals residing abroad."
,Arrivals by mode of transport,Arrivals by mode of transport,Arrivals by mode of transport,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ 1996: change  in the methodology. From 2010 arrivals of non-resident travellers by  immigration checkpoints.  From 2011 including nationals residing abroad. Since 2015, the nationals residing abroad are calculated  with the country of residence reported at the exit.  2/ Excluding visitors resident in Venezuela and nationals residing abroad."
,,Total,Total,,Thousands,2/,TF,1399,751,758,794,725,707,788,661,668,840,981,1104,1322,1450,1353,1217,1471,1365,1487,1695,1985,2241,2466,2709,2814,792,1249,"1/ 1996: change  in the methodology. From 2010 arrivals of non-resident travellers by  immigration checkpoints.  From 2011 including nationals residing abroad. Since 2015, the nationals residing abroad are calculated  with the country of residence reported at the exit.  2/ Excluding visitors resident in Venezuela and nationals residing abroad."
,,,Air,,Thousands,,,294,495,546,645,510,520,549,507,551,701,834,936,1055,1068,1192,1146,1385,1284,1394,1577,1853,2094,2311,2570,2671,758,1234,"1/ 1996: change  in the methodology. From 2010 arrivals of non-resident travellers by  immigration checkpoints.  From 2011 including nationals residing abroad. Since 2015, the nationals residing abroad are calculated  with the country of residence reported at the exit.  2/ Excluding visitors resident in Venezuela and nationals residing abroad."
,,,Water,Water,Thousands,,,70,193,162,149,181,150,175,96,44,51,50,52,128,231,6,10,17,14,19,29,30,33,40,43,44,11,6,"1/ 1996: change  in the methodology. From 2010 arrivals of non-resident travellers by  immigration checkpoints.  From 2011 including nationals residing abroad. Since 2015, the nationals residing abroad are calculated  with the country of residence reported at the exit.  2/ Excluding visitors resident in Venezuela and nationals residing abroad."
,,,Land,Land,Thousands,,,1035,63,50,..,34,37,64,58,73,88,97,116,139,151,155,61,69,67,74,89,102,114,115,96,99,22,9,"1/ 1996: change  in the methodology. From 2010 arrivals of non-resident travellers by  immigration checkpoints.  From 2011 including nationals residing abroad. Since 2015, the nationals residing abroad are calculated  with the country of residence reported at the exit.  2/ Excluding visitors resident in Venezuela and nationals residing abroad."
,Accommodation,Accommodation,Accommodation,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ 1996: change  in the methodology. From 2010 arrivals of non-resident travellers by  immigration checkpoints.  From 2011 including nationals residing abroad. Since 2015, the nationals residing abroad are calculated  with the country of residence reported at the exit.  2/ Excluding visitors resident in Venezuela and nationals residing abroad."
